"Protein","Prediction"
"5108_DBASSP_#_#_Nonhemo","non-hemolytic"
"5124_DBASSP_#_#_Nonhemo","non-hemolytic"
"5127_DBASSP_#_#_Nonhemo","non-hemolytic"
"5130_DBASSP_#_#_Nonhemo","non-hemolytic"
"5136_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5138_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5141_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5142_DBASSP_AMD_#_Nonhemo","hemolytic"
"2899_DBASSP_#_#_Nonhemo","non-hemolytic"
"5147_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5150_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5151_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5152_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5157_DBASSP_#_#_Nonhemo","non-hemolytic"
"5159_DBASSP_#_#_Nonhemo","non-hemolytic"
"5160_DBASSP_#_#_Nonhemo","non-hemolytic"
"5164_DBASSP_#_#_Nonhemo","non-hemolytic"
"4959_DBASSP_#_#_Nonhemo","non-hemolytic"
"5183_DBASSP_#_#_Nonhemo","non-hemolytic"
"865_DBASSP_#_#_Nonhemo","non-hemolytic"
"866_DBASSP_#_#_Nonhemo","non-hemolytic"
"5205_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5206_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5207_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5209_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5213_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5215_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5216_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5218_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"4967_DBASSP_#_#_Nonhemo","non-hemolytic"
"5232_DBASSP_#_FOR_Nonhemo","hemolytic"
"5233_DBASSP_#_FOR_Nonhemo","hemolytic"
"5234_DBASSP_#_FOR_Nonhemo","hemolytic"
"4973_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"5270_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5273_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5275_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5276_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5279_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5280_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5317_DBASSP_#_#_Nonhemo","non-hemolytic"
"5318_DBASSP_#_#_Nonhemo","non-hemolytic"
"5319_DBASSP_#_#_Nonhemo","non-hemolytic"
"5348_DBASSP_#_#_Nonhemo","non-hemolytic"
"5349_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"11274_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5356_DBASSP_#_#_Nonhemo","non-hemolytic"
"5376_DBASSP_#_#_Nonhemo","non-hemolytic"
"5377_DBASSP_#_#_Nonhemo","non-hemolytic"
"5378_DBASSP_#_#_Nonhemo","hemolytic"
"5379_DBASSP_#_#_Nonhemo","non-hemolytic"
"5380_DBASSP_#_#_Nonhemo","hemolytic"
"5381_DBASSP_#_#_Nonhemo","hemolytic"
"5384_DBASSP_#_#_Nonhemo","non-hemolytic"
"2907_DBASSP_#_#_Nonhemo","non-hemolytic"
"5388_DBASSP_#_#_Nonhemo","non-hemolytic"
"5390_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5392_DBASSP_#_#_Nonhemo","hemolytic"
"5401_DBASSP_#_#_Nonhemo","non-hemolytic"
"5403_DBASSP_#_#_Nonhemo","non-hemolytic"
"5407_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5425_DBASSP_AMD_#_Nonhemo","hemolytic"
"5426_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5452_DBASSP_#_#_Nonhemo","non-hemolytic"
"5453_DBASSP_#_#_Nonhemo","non-hemolytic"
"5454_DBASSP_#_#_Nonhemo","non-hemolytic"
"5457_DBASSP_#_#_Nonhemo","non-hemolytic"
"5458_DBASSP_#_#_Nonhemo","non-hemolytic"
"5459_DBASSP_#_#_Nonhemo","non-hemolytic"
"5461_DBASSP_#_#_Nonhemo","non-hemolytic"
"5462_DBASSP_#_#_Nonhemo","non-hemolytic"
"5463_DBASSP_#_#_Nonhemo","non-hemolytic"
"5464_DBASSP_#_#_Nonhemo","non-hemolytic"
"5465_DBASSP_#_#_Nonhemo","non-hemolytic"
"5467_DBASSP_#_#_Nonhemo","non-hemolytic"
"5468_DBASSP_#_#_Nonhemo","hemolytic"
"5469_DBASSP_#_#_Nonhemo","non-hemolytic"
"5470_DBASSP_#_#_Nonhemo","non-hemolytic"
"5471_DBASSP_#_#_Nonhemo","non-hemolytic"
"5472_DBASSP_#_#_Nonhemo","non-hemolytic"
"5473_DBASSP_#_#_Nonhemo","non-hemolytic"
"5474_DBASSP_#_#_Nonhemo","non-hemolytic"
"5475_DBASSP_#_#_Nonhemo","non-hemolytic"
"5476_DBASSP_#_#_Nonhemo","non-hemolytic"
"5477_DBASSP_#_#_Nonhemo","non-hemolytic"
"5494_DBASSP_AMD_#_Nonhemo","hemolytic"
"5510_DBASSP_AMD_#_Nonhemo","hemolytic"
"5525_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5526_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5527_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5528_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5529_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5542_DBASSP_#_#_Nonhemo","non-hemolytic"
"5545_DBASSP_#_#_Nonhemo","non-hemolytic"
"5546_DBASSP_#_#_Nonhemo","non-hemolytic"
"5548_DBASSP_#_#_Nonhemo","non-hemolytic"
"5549_DBASSP_#_#_Nonhemo","non-hemolytic"
"5560_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5561_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5562_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5565_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5567_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5582_DBASSP_#_#_Nonhemo","non-hemolytic"
"3661_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5585_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5612_DBASSP_#_#_Nonhemo","non-hemolytic"
"5613_DBASSP_#_#_Nonhemo","non-hemolytic"
"5614_DBASSP_#_#_Nonhemo","non-hemolytic"
"5616_DBASSP_#_#_Nonhemo","non-hemolytic"
"5618_DBASSP_#_#_Nonhemo","non-hemolytic"
"5619_DBASSP_#_#_Nonhemo","non-hemolytic"
"5622_DBASSP_#_#_Nonhemo","hemolytic"
"5624_DBASSP_#_#_Nonhemo","non-hemolytic"
"5668_DBASSP_#_#_Nonhemo","non-hemolytic"
"5670_DBASSP_#_#_Nonhemo","non-hemolytic"
"5688_DBASSP_AMD_#_Nonhemo","hemolytic"
"5691_DBASSP_#_#_Nonhemo","non-hemolytic"
"5692_DBASSP_#_#_Nonhemo","non-hemolytic"
"5693_DBASSP_#_#_Nonhemo","non-hemolytic"
"5699_DBASSP_#_#_Nonhemo","non-hemolytic"
"9876_DBASSP_AMD_#_Nonhemo","hemolytic"
"8876_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9893_DBASSP_AMD_#_Nonhemo","hemolytic"
"5729_DBASSP_#_#_Nonhemo","non-hemolytic"
"5730_DBASSP_#_#_Nonhemo","non-hemolytic"
"5051_DBASSP_AMD_#_Nonhemo","hemolytic"
"5744_DBASSP_#_#_Nonhemo","non-hemolytic"
"2323_DBASSP_#_#_Nonhemo","non-hemolytic"
"5845_DBASSP_#_#_Nonhemo","non-hemolytic"
"5854_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5855_DBASSP_#_#_Nonhemo","non-hemolytic"
"5856_DBASSP_#_#_Nonhemo","non-hemolytic"
"5864_DBASSP_#_#_Nonhemo","non-hemolytic"
"2003_DBASSP_#_#_Nonhemo","hemolytic"
"5888_DBASSP_#_#_Nonhemo","non-hemolytic"
"5889_DBASSP_#_#_Nonhemo","non-hemolytic"
"7811_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5909_DBASSP_#_#_Nonhemo","non-hemolytic"
"5911_DBASSP_#_#_Nonhemo","non-hemolytic"
"5912_DBASSP_#_#_Nonhemo","non-hemolytic"
"5913_DBASSP_#_#_Nonhemo","non-hemolytic"
"8441_DBASSP_#_#_Nonhemo","non-hemolytic"
"5968_DBASSP_AMD_#_Nonhemo","hemolytic"
"5969_DBASSP_AMD_#_Nonhemo","hemolytic"
"5970_DBASSP_AMD_#_Nonhemo","hemolytic"
"5972_DBASSP_AMD_#_Nonhemo","hemolytic"
"9190_DBASSP_#_#_Nonhemo","non-hemolytic"
"6004_DBASSP_AMD_#_Nonhemo","hemolytic"
"6042_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6043_DBASSP_#_#_Nonhemo","non-hemolytic"
"6044_DBASSP_AMD_#_Nonhemo","hemolytic"
"6046_DBASSP_AMD_#_Nonhemo","hemolytic"
"10568_DBASSP_AMD_C10_Nonhemo","hemolytic"
"11386_DBASSP_#_#_Nonhemo","hemolytic"
"475_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6491_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"9229_DBASSP_#_#_Nonhemo","non-hemolytic"
"6228_DBASSP_#_#_Nonhemo","non-hemolytic"
"6234_DBASSP_#_#_Nonhemo","non-hemolytic"
"6235_DBASSP_#_#_Nonhemo","hemolytic"
"6236_DBASSP_#_#_Nonhemo","non-hemolytic"
"6240_DBASSP_#_#_Nonhemo","non-hemolytic"
"6246_DBASSP_#_#_Nonhemo","hemolytic"
"9234_DBASSP_#_#_Nonhemo","non-hemolytic"
"1845_DBASSP_AMD_#_Nonhemo","hemolytic"
"9236_DBASSP_#_#_Nonhemo","non-hemolytic"
"2410_DBASSP_#_#_Nonhemo","non-hemolytic"
"9237_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9238_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1048_DBASSP_AMD_6-ME-C8_Nonhemo","non-hemolytic"
"1050_DBASSP_AMD_C8_Nonhemo","non-hemolytic"
"9244_DBASSP_#_#_Nonhemo","non-hemolytic"
"9245_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6342_DBASSP_AMD_#_Nonhemo","hemolytic"
"6343_DBASSP_AMD_#_Nonhemo","hemolytic"
"6345_DBASSP_AMD_#_Nonhemo","hemolytic"
"6349_DBASSP_AMD_#_Nonhemo","hemolytic"
"6353_DBASSP_AMD_#_Nonhemo","hemolytic"
"6356_DBASSP_AMD_#_Nonhemo","hemolytic"
"6370_DBASSP_#_#_Nonhemo","non-hemolytic"
"2667_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"6372_DBASSP_#_#_Nonhemo","non-hemolytic"
"6375_DBASSP_#_#_Nonhemo","non-hemolytic"
"6376_DBASSP_#_#_Nonhemo","non-hemolytic"
"6377_DBASSP_#_#_Nonhemo","non-hemolytic"
"6378_DBASSP_#_#_Nonhemo","non-hemolytic"
"6391_DBASSP_AMD_#_Nonhemo","hemolytic"
"6395_DBASSP_AMD_#_Nonhemo","hemolytic"
"6413_DBASSP_AMD_#_Nonhemo","hemolytic"
"6466_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"6467_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6469_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6470_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"6471_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6472_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6479_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6481_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6483_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6484_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6485_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6486_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6487_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6490_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"6492_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"6494_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6495_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6498_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6499_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6500_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6502_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6521_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6587_DBASSP_#_#_Nonhemo","non-hemolytic"
"5197_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6754_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6755_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6756_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6760_DBASSP_#_#_Nonhemo","non-hemolytic"
"6761_DBASSP_#_#_Nonhemo","non-hemolytic"
"6762_DBASSP_#_#_Nonhemo","non-hemolytic"
"6763_DBASSP_#_#_Nonhemo","non-hemolytic"
"6764_DBASSP_#_#_Nonhemo","non-hemolytic"
"6765_DBASSP_#_#_Nonhemo","non-hemolytic"
"9325_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6808_DBASSP_AM_#_Nonhemo","hemolytic"
"6810_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6811_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6812_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6813_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6814_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6815_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6816_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6818_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6819_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6820_DBASSP_AMD_#_Nonhemo","hemolytic"
"6822_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"6823_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6824_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6825_DBASSP_AMD_#_Nonhemo","hemolytic"
"6826_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6827_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"6828_DBASSP_AMD_#_Nonhemo","hemolytic"
"6829_DBASSP_AMD_#_Nonhemo","hemolytic"
"6832_DBASSP_AMD_#_Nonhemo","hemolytic"
"6833_DBASSP_AMD_#_Nonhemo","hemolytic"
"6886_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"10709_DBASSP_AMD_#_Nonhemo","hemolytic"
"2527_DBASSP_#_#_Nonhemo","non-hemolytic"
"7005_DBASSP_#_#_Nonhemo","non-hemolytic"
"10730_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"1053_DBASSP_AMD_6-ME-C8_Nonhemo","non-hemolytic"
"7107_DBASSP_#_#_Nonhemo","non-hemolytic"
"7108_DBASSP_#_#_Nonhemo","non-hemolytic"
"7112_DBASSP_#_#_Nonhemo","non-hemolytic"
"7114_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7117_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7119_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9239_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9382_DBASSP_#_#_Nonhemo","hemolytic"
"7144_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7145_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7146_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"9384_DBASSP_#_#_Nonhemo","hemolytic"
"7154_DBASSP_AMD_#_Nonhemo","hemolytic"
"7155_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7156_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7163_DBASSP_#_#_Nonhemo","non-hemolytic"
"7168_DBASSP_#_#_Nonhemo","hemolytic"
"7211_DBASSP_#_#_Nonhemo","non-hemolytic"
"7212_DBASSP_#_#_Nonhemo","non-hemolytic"
"7214_DBASSP_#_#_Nonhemo","non-hemolytic"
"7216_DBASSP_#_#_Nonhemo","non-hemolytic"
"8032_DBASSP_#_#_Nonhemo","non-hemolytic"
"10279_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7245_DBASSP_AMD_#_Nonhemo","hemolytic"
"7250_DBASSP_AMD_#_Nonhemo","hemolytic"
"7258_DBASSP_AMD_#_Nonhemo","hemolytic"
"7259_DBASSP_AMD_#_Nonhemo","hemolytic"
"7260_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7261_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7262_DBASSP_AMD_#_Nonhemo","hemolytic"
"7263_DBASSP_AMD_#_Nonhemo","hemolytic"
"7264_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7266_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7270_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7272_DBASSP_AMD_#_Nonhemo","hemolytic"
"7276_DBASSP_AMD_#_Nonhemo","hemolytic"
"7277_DBASSP_AMD_#_Nonhemo","hemolytic"
"7278_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7279_DBASSP_AMD_#_Nonhemo","hemolytic"
"7280_DBASSP_AMD_#_Nonhemo","hemolytic"
"7281_DBASSP_AMD_#_Nonhemo","hemolytic"
"5971_DBASSP_AMD_#_Nonhemo","hemolytic"
"7382_DBASSP_#_#_Nonhemo","hemolytic"
"7383_DBASSP_#_#_Nonhemo","non-hemolytic"
"7384_DBASSP_#_#_Nonhemo","non-hemolytic"
"7385_DBASSP_#_#_Nonhemo","non-hemolytic"
"7388_DBASSP_#_#_Nonhemo","non-hemolytic"
"7389_DBASSP_#_#_Nonhemo","non-hemolytic"
"7390_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7392_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"247_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7429_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"5335_DBASSP_#_#_Nonhemo","non-hemolytic"
"7439_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7440_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7447_DBASSP_AMD_C10_Nonhemo","hemolytic"
"7448_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7450_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7451_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"7452_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7453_DBASSP_AMD_ACT_Nonhemo","non-hemolytic"
"7485_DBASSP_#_#_Nonhemo","non-hemolytic"
"7486_DBASSP_#_#_Nonhemo","hemolytic"
"2977_DBASSP_#_#_Nonhemo","non-hemolytic"
"2978_DBASSP_#_#_Nonhemo","non-hemolytic"
"5350_DBASSP_#_#_Nonhemo","non-hemolytic"
"7551_DBASSP_#_#_Nonhemo","non-hemolytic"
"7552_DBASSP_#_#_Nonhemo","non-hemolytic"
"7553_DBASSP_#_#_Nonhemo","non-hemolytic"
"7555_DBASSP_#_#_Nonhemo","non-hemolytic"
"7556_DBASSP_#_#_Nonhemo","non-hemolytic"
"10073_DBASSP_#_#_Nonhemo","non-hemolytic"
"7628_DBASSP_AMD_#_Nonhemo","hemolytic"
"7631_DBASSP_AMD_#_Nonhemo","hemolytic"
"7653_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7654_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7662_DBASSP_#_#_Nonhemo","non-hemolytic"
"7663_DBASSP_#_#_Nonhemo","non-hemolytic"
"7680_DBASSP_#_#_Nonhemo","non-hemolytic"
"7699_DBASSP_#_#_Nonhemo","non-hemolytic"
"10847_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7764_DBASSP_#_#_Nonhemo","non-hemolytic"
"7814_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7815_DBASSP_AMD_#_Nonhemo","hemolytic"
"7816_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7818_DBASSP_AMD_#_Nonhemo","hemolytic"
"7853_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7854_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"7866_DBASSP_#_#_Nonhemo","hemolytic"
"7869_DBASSP_#_#_Nonhemo","hemolytic"
"7913_DBASSP_#_#_Nonhemo","hemolytic"
"7918_DBASSP_#_#_Nonhemo","hemolytic"
"7919_DBASSP_#_#_Nonhemo","non-hemolytic"
"7936_DBASSP_#_#_Nonhemo","non-hemolytic"
"7937_DBASSP_#_#_Nonhemo","non-hemolytic"
"7939_DBASSP_#_#_Nonhemo","non-hemolytic"
"7943_DBASSP_#_#_Nonhemo","non-hemolytic"
"7949_DBASSP_#_#_Nonhemo","non-hemolytic"
"7950_DBASSP_#_#_Nonhemo","non-hemolytic"
"7951_DBASSP_#_#_Nonhemo","non-hemolytic"
"7954_DBASSP_#_#_Nonhemo","non-hemolytic"
"7955_DBASSP_#_#_Nonhemo","non-hemolytic"
"7958_DBASSP_#_#_Nonhemo","non-hemolytic"
"7959_DBASSP_#_#_Nonhemo","non-hemolytic"
"7960_DBASSP_#_#_Nonhemo","non-hemolytic"
"7961_DBASSP_#_#_Nonhemo","non-hemolytic"
"7962_DBASSP_#_#_Nonhemo","non-hemolytic"
"7963_DBASSP_#_#_Nonhemo","non-hemolytic"
"7964_DBASSP_#_#_Nonhemo","non-hemolytic"
"10892_DBASSP_#_#_Nonhemo","hemolytic"
"8041_DBASSP_#_#_Nonhemo","non-hemolytic"
"8042_DBASSP_#_#_Nonhemo","non-hemolytic"
"8043_DBASSP_#_#_Nonhemo","non-hemolytic"
"8044_DBASSP_#_#_Nonhemo","non-hemolytic"
"8046_DBASSP_#_#_Nonhemo","non-hemolytic"
"8047_DBASSP_#_#_Nonhemo","non-hemolytic"
"8057_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8074_DBASSP_AMD_#_Nonhemo","hemolytic"
"8075_DBASSP_AMD_#_Nonhemo","hemolytic"
"8076_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8077_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8078_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8079_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8080_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8081_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8998_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8092_DBASSP_#_#_Nonhemo","hemolytic"
"8105_DBASSP_#_#_Nonhemo","non-hemolytic"
"8128_DBASSP_#_#_Nonhemo","non-hemolytic"
"8130_DBASSP_#_#_Nonhemo","non-hemolytic"
"8135_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8137_DBASSP_AMD_#_Nonhemo","non-hemolytic"
"8157_DBASSP_#_#_Nonhemo","non-hemolytic"
"6821_DBASSP_AMD_ACT_Nonhemo","hemolytic"
"3164_DBASSP_#_#_Nonhemo","non-hemolytic"
"10638_DBASSP_AMD_#_Nonhemo","hemolytic"
